entry_time,exit_time,direction,entry,exit,sl,tp,lots,pnl,r_multiple,meta
2017-01-05 03:00:00+00:00,2017-01-06 18:00:00+00:00,1,1173.485,1170.7078835724021,1170.882883572402,1198.0888062457557,0.35,-83.19907496592212,-0.18919453668829014,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1172.91, 'don_lower': 1122.62, 'atr': 3.09735078071948, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-05 02:00:00+0000', tz='UTC')}"
2017-01-10 14:00:00+00:00,2017-01-11 15:00:00+00:00,1,1188.985,1178.0855690137773,1178.2605690137773,1214.3636116375335,0.34,-356.9806535315674,-0.8106538295230736,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1187.54, 'don_lower': 1122.62, 'atr': 3.1942014546916986, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-10 13:00:00+0000', tz='UTC')}"
2017-01-12 06:00:00+00:00,2017-01-13 14:00:00+00:00,1,1200.895,1192.954716745248,1193.129716745248,1228.3327082476267,0.32,-241.28906415206,-0.5416343257768164,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1198.7, 'don_lower': 1125.67, 'atr': 3.4465885309533206, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-12 05:00:00+0000', tz='UTC')}"
2017-01-17 05:00:00+00:00,2017-01-18 20:00:00+00:00,1,1211.965,1205.5701836931642,1205.745183693164,1231.1136036255755,0.45,-269.7667338076094,-0.6075744117071679,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1208.48, 'don_lower': 1125.67, 'atr': 2.4179504531969505, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-17 04:00:00+0000', tz='UTC')}"
2017-02-06 11:00:00+00:00,2017-02-09 15:00:00+00:00,1,1226.135,1233.2710875943903,1233.4460875943903,1246.1007206568263,0.43,392.8517665587849,0.894348050452908,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1225.21, 'don_lower': 1180.48, 'atr': 2.5150900821032893, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-02-06 10:00:00+0000', tz='UTC')}"
2017-02-23 15:00:00+00:00,2017-02-27 20:00:00+00:00,1,1249.7749999999999,1251.4017944668865,1251.5767944668864,1270.1745431155164,0.42,135.52536760923812,0.3071010822504271,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1249.22, 'don_lower': 1196.12, 'atr': 2.575567889439547, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-02-23 14:00:00+0000', tz='UTC')}"
2017-03-07 18:00:00+00:00,2017-03-10 08:00:00+00:00,-1,1215.775,1196.7424144415027,1196.5674144415027,,0.45,811.4663501323844,1.8249216940891884,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1263.79, 'don_lower': 1216.26, 'atr': 2.424073194812156, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-03-07 17:00:00+0000', tz='UTC')}"
2017-03-27 01:00:00+00:00,2017-03-28 07:00:00+00:00,1,1254.955,1251.8298631862367,1252.0048631862367,1277.7216367992914,0.38,-103.55519892300235,-0.2340013144843608,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1254.02, 'don_lower': 1194.91, 'atr': 2.8677045999114212, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-03-27 00:00:00+0000', tz='UTC')}"
2017-04-12 00:00:00+00:00,2017-04-17 20:00:00+00:00,1,1276.2749999999999,1283.7895373581405,1283.9645373581404,1297.251752029717,0.41,422.8960316837652,0.9540889511603277,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1275.1, 'don_lower': 1225.64, 'atr': 2.6489690037146327, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-04-11 23:00:00+0000', tz='UTC')}"
2017-05-03 20:00:00+00:00,2017-05-09 16:00:00+00:00,-1,1239.335,1218.235,1217.0926448463938,,0.4,780.0000000000055,1.72205538949172,"{'trail_atr_mult': 5.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1295.45, 'don_lower': 1245.26, 'atr': 2.7971693942007723, 'exit_reason': 'sl_gap', 'signal_time': Timestamp('2017-05-03 19:00:00+0000', tz='UTC')}"
